,reviews,compound,sentiment
742,return amazing holiday felt compel write review flight generally torment nervous flyer however occasion absolute delight inward outward journey impress professionalism friendliness kindness cabin crew economy treat respect service would expect first class cabin particular thanks must go amir absolute joy credit british airway cannot wait fly huge thank much,0.9859,Positive
743,plane clean air quality good timing perfect seat k begin difficulty use button get leg rest well push back seat request cup tea drink service start tell tea would serve dinner press loght twice indicate need nothing happen dinner tea service get go galley ask cup tea hand soap washroom however way london toronto experience good one however return flight,0.9337,Positive
744,service excellent cabin staff attentive efficient food drink good seat new suite extremely comfortable additional privacy really nice overall enjoyable flight,0.9598,Positive
745,book pay think business class seat flight athens get premium economy seat first nine row business class seat row premium economy cabin add business class section less comfortable seat fully recline unlike seat row row case snobby simply point principle clear case ba mi selling know prior would pay business class price seat less comfortable business class passenger flight book complain board along several passenger also resent scammed way also make formal complaint ba fob apparently long running scam know get away,-0.6106,Negative
746,terrible customer service book flight covid go still go border still close give option tell take voucher job plan travel refuse give money back although book flight cayman still able go cannot provide service pay refuse refund sympathetic understand voucher valid another two year wonder many flight go wonder many regulation good customer feel deserve good,0.4397,Positive
747,first flight pandemic understandable difficulty face airline check long normal due vaccine check passenger locator form etc return flight total mess two counter open economy one business argument regard vaccine check two ba staff contradict take hour ten minute check result flight delay board expect great service seating extremely uncomfortable inch pitch inch wide seat bearable hour half flight board service packet crisp small bottle water another eye contact hand however pleased disembark passenger let group despite idiot decide stand get hand luggage aircraft still tax gate cabin crew manage force back seat close locker,0.4434,Positive
748,lca lhr club europe quick check lca speedy passport control security aspire lounge clean spacious reasonable buffet food drink boarding group pushback time ce stretch back full row single toilet struggle drink meal service efficient despite many row vegetarian option usual pasta splodge reminiscent economy yore onboard w fi adequate rather slow charge business class arrival ahead schedule disembark en masse e gate surprisingly quickly overall flight typical post covid standard short haul business class,0.8271,Positive
749,book flight heathrow friday th august fly manchester airport arrival heathrow check british airway staff inform book flight seat name mistake offer pay fee get second seat change sister name british airway refuse u board send u home however staff member speak desk promise email u flight voucher would get shortly could fly another time ba since offer refund never receive flight voucher chase numerous time phone ba staff say error flight voucher would send record staff member speak promise voucher say show inaccurate send numerous email ba explain happen ask form promised voucher response email message one ba staff member phone say track lady speak heathrow ask remember ludicrous take name doubt would remember since see hundred ba customer day,-0.6808,Negative
750,fly ba many year never alternative booked paid club class flight receive meal drink onboard crew unorganised delay ground minute prior depart plenty time prepare flight service delay air commence service albeit slowly abandon close service altogether crew never even decency speak u apologise person even tannoy complain ba receive apology email usual fell short standard generic speech offer partial refund avios compensate lack service,-0.8176,Negative
751,crew denver airport top notch impressed customer service patient courteous thank amazing,0.926,Positive
752,ordinary ba domestic shuttle flight belfast london heathrow usually uneventful except cabin crew announcement three time advise people complete uk passenger arrival form gov uk website risk prosecution people challenge statement rebuke ba cabin crew adamant requirement regular traveller amongst u know incorrect advice people anxious depart aircraft crisp snack water offer nice touch sky cafe still sale quite sure give covid protocol uk mainly relaxed ba still far best operator ulster england,0.7778,Positive
753,book six flight ba recently either cancel significant time change late flight late heathrow miss connect flight even though schedule around hour flight ba staff heathrow rude generally clueless part get u destination within hour schedule arrival time book easyjet flight gatwick instead pay get gatwick complaint register several week ago response far perhaps ba backlog complaint way perform moment embarrassment national flag carrier comfortably perform budget airline appear case moment,-0.8807,Negative
754,service got super inconsistent ba management diverted flight unprofessional lack shred empathy flight london business class ask mini bottle champagne always treat cabin crew member say give bottle glass however crew member give bottle passenger row one two ask top staff say finish business cabin case would run crew pick choose one passenger another change service fair get divert volcano ash impact tenerife need refuel gran canaria min tenerife divert malaga get e mail clearly state meal accommodation crew also say get hotel dinner u room service breakfast eight bus airport also eight could grab something buffet run coach diverted flight get dinner breakfast,0.8402,Positive
755,terrible service club world indifference lackadaisical attitude hardly service everything ask get ask cup tea flight say whaa say cup tea say yes ask want milk sugar brought lukewarm tea sugar sachet spoon stirrer push bell stirrer wait full min someone come eventually spoon drink cold tea seriously ba welcome back people fly,-0.1531,Negative
756,lhr lca gallery lounge chock block first thing wednesday morning seem bustle pre pandemic boarding group efficient flight almost full superficially cabin seem clean although long hair pillow give game away expand club europe stretch back row new norm departure time good drink service sequed smoothly lunch post covid lunch remain restrict co must horrify produce miniscule salad bad gnocchi dish ever taste wi fi access free business class passenger hour intermittent service excessive arrival ahead schedule issue passport control lca,0.128,Positive
757,pleasant flight lisbon full flight leave min late take aircraft bus heathrow gate staff allow much hand luggage aircraft however air great service male crew big club class cabin friendly efficient crew even demanding obnoxious passenger late breakfast brunch serve tasty contrast iberia crew lisbon madrid london cold unprofessional,0.8779,Positive
758,check staff economy never experience business passenger stroll economy passenger leave stand min plus,-0.0516,Negative
759,refund flight cancel month ago provide ticket voucher valid april ticket buy edreams june flight july geneva paulo london british airway round trip lhr gru flight cancel without explanation contact edreams ba number time last month refund euro pay,-0.4767,Negative
760,strand lounge allocate seat flight book month ago want use force emirate available advise traveler shun look customer friendly option,0.5423,Positive
761,think british airway need much clear covid travel flexibility really mean pas common sense test purchase round trip business class ticket new york mykonos london travel problem day return new york though take covid test learn test positive try call airline many usless number provide website recorded message drone one answer phone covid safety simply say therefore answer call try ability leave call back number voicemail etc whatever reason ba website think buy ticket third party agent buy ba com wouldnt let cancel reschedule flight web site call call coming day could get london athens new york line two day later negative pcr test accurate test learn positive buy new return flight u call ba usa customer service line nearly month least every day never get finally tell fact couldnt get flight covid scare count nothing fact dont enough people answer phone count nothing unable change flight day later web site becuase ticket mis booked offer send greek doctor note say sick give voucher future flight mykonos new york speechless stupidity whole situation,0.6531,Positive
762,flight boston heathrow arrive time passenger allow disembark plane keep tarmac one hour half without give sufficient information cause delay delay passenger lose connecting flight tirana offer another connect flight hour later time arrival book flight one main reason make choose fact layover little bit hour turn hour layover think unacceptable poor customer service show lack respect client lack commitment company provide customer promise pay disappointed experience,-0.891,Negative
763,year year british airway ba service route washington london become worse one bad experience another route july british airway ba notify u connection flight nice bump pm pm spend extra hour airport covid era website email prior day flight kept ask u check uk gov covid rule regulation transit london say covid test necessary could show proof vaccine however upon arrival airport tell u need go basement take covid test show negative result charge u per person rapid covid test outrage totally unnecessary could get test cheap rate know requirement prior flight food service horrible serve food lot cheese request vegan meal due may dairy allergy ba damage samsonite luggage tell u airport need report online try resolve issue since july ask u photo like time still give u run around,-0.9246,Negative
764,ba use go carrier silver member however service seem go hugely downhill flight get cancel best alternative flight offer whilst theory cancel amend booking online app invariably possible cannot contact email may find sit phone plus minute speak someone busy due cancel flight need employ people answer call email promptly stun recent cancellation catania flight two week due travel,0.0516,Positive
765,entertainment system work badly screen freeze every time want open flight map though aircraft year window blind work delay crew inform passenger would headphone provide suppose short haul flight fly aeroflot airline expect receive excellent ba service get pack crisp tiny bottle water think unacceptable non low cost carrier offer service like get hot meal board rare love comfortable seat life tend problem sleep board time even noticed fall asleep right takeoff,0.4767,Positive
766,fly british airway cheap fare hand baggage fare economy class despite cheap fare actually carry two piece cabin luggage weigh kg value money incredible ground staff london heathrow polite helpful plane clean cabin crew smiley polite short haul flight give free packet crisp bottle water wifi onboard pay full flight access package great fast enough stream movie netflix consider low cost carrier premium carrier like ba pay extra fly premium carrier generous cabin luggage allowance free snack board may end cheap nobody clap plane land,0.9786,Positive
767,efficient even bag drop security quick gallery north lounge good food drink fine plane leave time pre order door ok early arrival fortunately bag give priority tag come early,0.8316,Positive
768,year month baby girl flew business class moscow domodedovo london heathrow august land heathrow baby sleep ask steward stroller say go wait corridor entrance terminal building grab sleeping baby nearly kg luggage bag another kg walk away go enter building meet one pram pram leave somewhere corridor one ask flow passenger behind front top land terminal travel train arrival terminal passport control procedure still hold baby heavy bag shoulder meet one ask help first british airway representative met passport control explain situation say go downstairs pram suitcase assistance help wait another hour luggage pram absolutely frustrated upset disappointed see british airway care mother kid,-0.1865,Negative
769,flight heathrow passenger pile bus leave min terminal unhappy passenger confront ba transport manager response sorry still learn arrival aircraft gentleman come wheelchair help luggage help shame since lounge service good flight munich ba sign open lounge munich look like systemic failing rather one event,-0.1531,Negative
770,ba encourage download verifly speed check absolutely rubbish desk staff seem want want see actual form test etc waste minute pointless return flight access club lounge pay extra part business class ticket price make available last flight available nce part covid experience board staff good although one joke another welcome ryanair board food good short haul flight,0.8934,Positive
771,cancel flight book three month ago operational problem time price roof british airway could give alternative refund voucher,-0.5719,Negative
772,fly ba year never issue recently arrange surgery budapest naturally want fly ba book flight bhd bud via lhr online site book inform hospital confirm appointment next day receive email ba tell cancel flight bud worry move early much early flight day problem early flight depart around two hour flight bhd arrive would think would flash system issue seemingly interlude get hungary covid one need valid reason medical treatment one fill confusing form hungarian police website confusing mix hungarian pidgin english anyway form fill flight number etc email authority exemption grant take early flight meant fly london previous evening stay overnight hotel operation book hotel book airport transfer book immigration paper amend sent admiration grant flight book could go wrong around three week due travel ba rather unsportingly decide cancel flight bud needless say furious complain ba customer service give stock excuse covid disrupt air travel great excuse look bud arrival info ryanair fly daily least precede several month ba covid excuse ring somewhat hollow epilogue get refund money flight book ba although refuse refund bhd lhr flight know also lose money spend hotel half money spend book airport transfer give cavalier attitude ba seem booking indifference ruin week preparation part fact lose inconsiderable sum money decide avoid ba,-0.9524,Negative
773,check well organise lounge cancun efficient board process give water bottle take welcome drink covid rule relax need change menu good food acceptable staff experience well organised give slick board experience manage sleep hour first time tagged luggage quickly may reflect fact flight one gatwick time,0.9442,Positive
774,departure lgw north aspire lounge bag fine lounge basic time departure cabin crew welcome give menu water amenity pack look like white company bedding option remove lunch fine good pre meal drink service complete return old day get flight generally good early touch club world luggage last mean wait minute luggage,0.9169,Positive
775,booked flight six month travel month flight ba cancel flight give option rebook another day bearing mind people work school ideal top booked parking three week rebooked flight suggest week later ba cancel rebooked flight tell receive refund within work day two week pass call inform give time frame process refund refund issue yet ba representative refuse give contact detail manager cut phone,-0.2732,Negative
776,airline cancel initial return flight hour layover london option book next flight hour layover board flight toronto understand schedule change best stay positive supportive contact airline ask upgrade best seat ask access airport lounge prolonged stay airport deny ask explanation empathy ignore subsequent ask provide path escalation change schedule extra hour layover time way choose treat customer anything wrong except trust commute,0.9042,Positive
777,travel wife business class seattle bangalore via connect flight london reserve seat together book ticket mysteriously change later get board pas assign h call several time anything give u explanation like may one else need seat seat together available board whole plane empty still allow u seat together,0.3818,Positive
778,usually avoid ba appal customer service sneaky extra charge flight option note ba actually charge seat pre selection biz class uk pound case airline world dare save money wait checkin choose seat free seat ba universally deride cramp across back front configuration stare face seat mate arm length away airline ever come awkward arrangement wonder preflight drink offer meal time select one three main offering tell available even though people seat biz section seat area practically storage except tiny drawer ankle level inaccessible seat lie flat position bed narrow experience biz class also hard cabin cold blanket thin raid blanket two seat stay warm amenity kit small ever see biz class fit palm hand uncomfortable miserly experience hardly worth ba charge route use mile pay ticket course get whack ba unique notorious fuel surcharge fee use mile,-0.1513,Negative
779,aktion airport recently open new facility check departure certainly seem clean efficient although admittedly cope low passenger load present good see check carefully scrutinise lateral flow certificate passenger locator form thanks passenger board half club europe flight take ahead time service little perfunctory food reminiscent economy business class much pre package covid effect presumably arrival also comfortably ahead schedule although dread many hour queue border control e gate collect luggage minute land,0.8979,Positive
780,want say big thank kahina ladjouze frustratingly miss flight due road closure help secure book next day flight without additional charge really grateful,0.7645,Positive
781,sixteen month ground covid felt almost surreal back heading u essential summer sun greece blissfully quiet queue check security even gallery south lounge less frenetic usual despite family kid similarly desperate escape boris johnson bully boy attitude order food beverage one table seem something worth continue avoid wastage endlessly replenish buffet flight quiet pax board club europe boarding row also seem welcome improvement previous group service flight good food usual co quality landing ahead schedule passport control minute quick check vaccination certificate passenger locator form overall thoroughly reassure come covid experience,0.8357,Positive
782,ba cancel flight dec refund promise voucher form call center month line call min wait time email reminder conclusion go circle avoid issue voucher head call center keep empty promise,-0.1027,Negative
783,fantastic flight heathrow crew best keep everyone happy challenge time nice see introduce free snack water start,0.9578,Positive
784,boarding disembarking greatly organised passenger board gate seperate row backside front business minimize possiblity jam disembark passenger ask remain seated row per row call crew member support process could improve distribute hand sanitizer board snack distribute row business overlook reason seat neighbour highlight get food staff surprised fix first flight since one year appreciate covid measure take ba still leave strange experience,0.9153,Positive
785,best experience ba thus far couple disappointment happy fast baggage check bus gate favourite thing blemish airline covid protocol robust particularly attendant need arm sanitizer cabin entrance big mix find inexcusable another passenger allocate seat plane cause anxious moment friendly attendant get another seat expect level bottle water offer every passenger welcome plane arrive minute late,0.9042,Positive
786,ok flight apart cancel majority outbound cram everybody one flight return cancel time opt voucher could rebook new route inform request e voucher would need call rebook different country phone tariff extortion flight cancel time offer option rebook new flight online inconvenience every step way,-0.6486,Negative
787,absolutely appal experience british airway unfortunately lower standard dismay recently much well fly experience budget airline rather ba customer service representative completely clueless unprofessional bother recently flight cancel occasion staff interested help return home,-0.8731,Negative
788,book mention flight travel restriction change week travel date airline notify learn could fly airline airport go check single ticket company say realise fly canada india via london restriction allow via flight ok direct one book single ticket canada india come realise fly refund give credit travel anytime next two year travel plan next two year mean money go talk representative ridiculously put everything website agent onetravel bad experience ever airline frequent flyer try ba first time guess never go fly return journey flight give full refund new travel restriction allow take poor show ba,-0.7717,Negative
789,return flight antigua london cancel time call ba several time computer system work issue new ticket result pay airport price baggage pay online without ticket promise give compensation hotel stay food travel complete online form ask submit expense link provide lose baggage expense claim reply link wrong ask correct link reply compensate anything,-0.8612,Negative
790,cancellation month apply voucher find work new cancellation terrible stammer recommend anyone covid restriction,-0.5574,Negative
791,travel india eye surgery flight back london heathrow assist member cabin crew madeline thomas amazing person make sure feel okay come back surgery travel nurse take care need like mom also make sure eat food stood next feel awful lot pain,0.8271,Positive
792,travel back mexico city business trip fully aware covid safety restriction moment staff admirable job nevertheless lot say state ba first moment firstly lounge mexico city terminal paid lounge check staff help detail mexico city terminal functional lounge aeromexico work good enough expensive ticket finally get board staff incredible throughout super apologetic come food literally inedible first staff offer comment much every time hour trip first option really chocolate crisp first suite flight visible sign wear tear need attention seat would easily convert bed scuff mark around generally look bit shabby expect premium product leave watch flight error contact ba immediately despite assurance comprehensive cleaning process covid watch never find ba outsource lose find service separate company process completely wash hand help customer give tell specifically leave watch assume one cleaning staff decide keep pay premium flight additional service ba offer moment essential fly really bother first unless go another airline company care,0.9405,Positive
793,charge fee make amendment book holiday well advance absolutely disgraceful site say fee amendment ring say tick term condition box refer page term condition use charge extortionate amount receive nothing bad attitude rudeness representative,0.8299,Positive
794,good service whole way nothing exceptional short flight plane clean refreshment provide issue flight pack understandable chirstmas surely wise stranger sit close pandemic even mask return flight cancel easy transfer new flight issue either hop little personal space next time also wi fi work also like system board disembark avoid everyone rush time bring pandemic sure hope something continue future make experience much pleasant value money mark christmas flight expensive expect though know,0.9709,Positive
795,enter plane bunch white flower flight attendant joke felt oblige bring flower realize go mother funeral flower apologetic idea bring flower crew nice flight,0.3612,Positive
796,suppose fly aeroflot rd december moscow russia close border like majority country flight cancel get home also try fly antalya situation occur third try come heathrow try fly away cairo decline another company go british airway start test egypt require test stressful whole situation employee outstanding sure connect ba still want mention crew helpful extremely understanding professional urgent help great help gracious want separately point one employee shanell mistake work collision test center heathrow terminal savior importantly human rare nowadays carry go ba check unfortunately result go yet however another outstanding employee provide great help call colleague arrange booking freeze result arrive come time additional question every time patient professional happy help get result come back heathrow th unfortunately flight cairo situation become even complicated spare detail however brilliant employee ba offer personal assistance show sympathy humanity towards nice lady ever meet unfortunately catch name aware first day ba egyptian follow throughout struggle offer emotional professional support try find possible way get back home actually open kind help enormously helpful thank enough also ask colleague help kindly lastly nice lady shame know name also share struggle colleague mani come substitute position friendly attentive well talked process offer different way stay airport give phone call offer drop hotel whatsoever conclude merely want thank individual one time great help physical mental aspect honestly know would meet know lucky meet people ba employee morality want thank ba hiring provide job great human well uphold standard airline people help provide might seem like normal thing however pleasant much need surprise one,0.9983,Positive
797,dubai london th december flight ok seat comfortable enough crew reasonably friendly food gross flight almost full little social distancing plenty mixed group sit next lot passenger mask nose come back heathrow many seem nose announcement make begin mask crew challenge couple people begin flight nose seem give end leave plane good number already take yet nothing way back single maskless incorrectly worn mask challenge guy opposite mask nose whole flight conversation several attendant neither say anything like crew busy either service whole flight rest time see course fly time risk risk reduce passenger wear mask enforce airline,0.3999,Positive
798,first flight since january three cancellation ba handle superbly flight go ahead check lhr fine fast track se unity gallery south lounge open app system seem work well breakfast arrive quickly follow shower open limited hour flight time well present staff work hard nice drink run packed lunch dissimilar old short haul economy product fine time land time priority baggage cane late overall happy product would use,0.875,Positive
799,direct flight london lahore travel nightmare milk son bottle even give warm water formula milk kid meals snack meal portion size tiny glass juice literally beg drink water etc staff rude treat u like trash compare emirate would give emirate british airway child friendly never travel,0.743,Positive
800,overall say really pleased service ba provide give circumstance must particularly challenge airline call ba time regard outbound return flight would rate customer service everyone talk extremely friendly helpful one employee even try help figure recently update arrival regulation italian website listen rant constantly change restriction quarantine refund promptly part flight cancel able change return flight completely different route date minimal charge really show flexibility need travel flight fine appreciate food drink option currently bit limited give everyone wear mask much possible rather sip tea one thing mean constructive criticism though think ba could improve little exchange destination airports arrival sheet italy give flight outdated ground staff heathrow charge boarding procedure even know swab test mandatory arrival italy ask whether know detail expect venice fine first day yet another update rule place day day travel overall experience ba positive though happy spend little flight would cheap airline great customer service receive,0.9784,Positive
801,extremely pleased british airway refund ticket munich london city munich within work day friendly professional manner difference british airway lufthansa night day friendly professional prompt adjective describe ba lufthansa best sum arrogant impossible contact ignorant well best wish british airway,0.9552,Positive
802,boarding checkin formality nice check help desk helpful supportive everything nice except food vegan food availability vegetarian passenger pre ordered flight hour journey london bangalore hungry,0.9062,Positive
803,always great flight british airway time experience absolutely amazing th flight decide celebrate club europe turn perfect decision steward work club make feel special deliver professional personalised service kind chatty although cabin crew best part flight feature let either efficient business class check warsaw cosy executive lounge preludium attentive helpful staff well organise board although priority club europe corona aircraft fresh clean seat comfortable enough legroom adjustable headrest power port board service different corona time still good tasty lunch box co fresh chicken sandwich oriental vegetable salad amazing chocolate mousse choice drink wide include good quality champagne nicolas feuillatte perfect flight experience british airway everything expect flight fulfil one thing complain baggage handle heathrow wait around min luggage also deliver irrespecutful club europe priority,0.9951,Positive
804,flight santorini lhr flight full check luggage arrive airport queue check incredibly long desk close take u minute arrive desk arrive tell check close miss flight british airway staff offer u jump queue anytime lady desk book u flight athens instead tell u cost reach santorini would reimburse book two ticket worth flight santorini day receive response customer relation service tell u would get nothing,0.1027,Positive
805,flight los angeles paris via london delay due late inbound aircraft due mechanical miss connexion london arrive paris late missed onward connexion air france overnight dime paris apply compensation lawfully due ec customer relation department refuse carelessly determine flight arrive london hour delay window compensation even though final clearly paris cr agent acknowledge point error ignore file claim centre effective dispute resolution ba send defence claim travel af arrive london ahead schedule truth ba lax rebooked reticketed flight however af refuse accept baggage unless pay surcharge ba rebooked flight arrive late paris misconnect overnight know shock ba would lie authority order support indefensible position agent know read passenger name record air history,-0.8225,Negative
806,deeply unimpressed lack social distancing flight plane london full social distancing could apply number people wear face mask incorrectly mouth chinstrap throughout flight fair amount time mask free snack small bag crisp ml water seem crazy allow considerate amount time mask inappropriately wear small space safe distance whatsoever also absolute minimum service give covid understandable make flight really bore since excitement provide turbulence little information flight deck disembarkation chaotic say least terminal empty vast enough allow finally distance upgrade euro one available seem make sense least depart time plane appear reasonably clean,0.7717,Positive
807,newcastle london heathrow british airway pleasantly surprised plane time spotlessly clean professional staff bottle water cracker crisp hand lovely deplane special covid social distancing system work well,0.9552,Positive
808,due coronavirus situation buy return ticket back home country singapore london currently reside first wave asia march due fly back london th august flight get cancel flight cancellation get email airline could apply voucher flight ever get cancel apply online voucher tell eligible get voucher london singapore leg month later try redeem voucher somehow successful redeem voucher call redeem voucher think complete joke put hold many hour,0.4588,Positive
809,british airway cancel flight london june due covid july still refund money reach executive try usual customer service path nothing work call provide resolution blatantly ignore email ask help avoid british airway service non existent keep money keep almost u money,-0.4404,Negative
810,london frankfurt make mistake exchange april flight ba voucher travel disruption due pandemic big mistake ba fail completely seem care try book august flight use voucher frlights cannot book online use voucher wait hour phone speak someone customer service try charge twice original cost email confirmation hour chase another long wait hold email confirmation show book wrong outbound date service supervisor deny error part refuse rebook correct date give refund day later start book alternative outbound date still one want good week later ba cancel return flight call refund tell appear account day get back touch thing go wrong deal problem mark good customer service ba clue,-0.934,Negative
811,ba cancel flight lyon march april corona crisis could obtain refund ba website telephone service make impossible send round circle opt future travel voucher could obtain via website try use voucher flight munich inform website call ba silver card member phone number inaccessible ba reduce telephone access one number call number five time time tell call another time difficult time protect staff exactly message receive many time call refund ba honour voucher system try fob customer keep money appal business practice,-0.1027,Negative
812,short hop london edinburgh november efficient clean punctual airport experience straightforward think fly city get simplicity miss big aircraft bit comfortable get luggage quickly end appreciate wide range flight time choose,0.872,Positive
813,total rip british airway cancel flight due pandemic covid use voucher issue want pay additional first class seat british airway way rip people profit world pandemic,0.2023,Positive
814,book flight rome u home london lax february year st august book american airline pay seat selection people ba website pay u total pandemic impossible group travel italy england trip allow travel outside u american allow travel italy england u government process one passport renewal need fly mail early february cancel hotel airb b car train reservation last week order qualify obtain refund voucher try reach british airway customer service number time finally get today hour hold ask obtain refund voucher business class seat selection pay tell lose money pay refund voucher allow book trip american airline british airway understanding ba aa partnership make relatively seamless book travel either partner though shock pay nearly reserve seat business class apparently case tell ba cancel two flight book might able get either voucher refund prepare today accept voucher could use rebook trip understand ba airline suffer financially much prepare totally rip ba cannot wait first flight suppose fly august st cancel lose money mile pay american airline flight loss handle situation totally control airline partner value travel refuse offer voucher refund never anything give revenue british airway,-0.9231,Negative
815,book trip spain mid march american airline british airway iberia need cancel flight due pandemic travel ban europe begin march able change flight cost great give fact flight leave day travel ban begin ticket refund board flight would quarantine europe would face mandatory quarantine upon entry u able return fact british airway cancel flight beyond since know right mind would travel spain travel ban enforce response receive british airway matter reason unless cancel flight refund voucher available disappointed response global pandemic book another flight,-0.9274,Negative
816,book london tel aviv jan attend school reunion book economy ba send upgrade offer accept additional would fly premium new plane covid hit cancel flight fault subsequent behaviour fault mammoth effort contact offer full refund take month many call get deduct service fee upgrade call e mail result robotic response make post booking change unable offer full refund,-0.5859,Negative
817,book honeymoon flight san diego barcelona september since need cancel flight due pandemic uncertainty travel especially country able change flight cost great however honeymoon pay advance seat ensure sit next would wife additional cost response receive british airway matter reason unless cancel flight refund voucher available ask want make sure sit next would wife expect pay answer yes disappointed response global pandemic travel safe idea safe,0.8225,Positive
818,company withhold money cancel flight due pandemic issue voucher even though call explain voucher useless since travel bane initially say refund thing get voucher order announce get refund flight cancel voucher,-0.7003,Negative
819,tokyo london hour without anything eat sandwich give inedible bar service soft drink pitiful orange run matter hour total waste money pay premium economy aware beginning covid issue situation appal make worse total lack follow service british airway attitude unacceptable money,-0.9387,Negative
820,flight ba february delay min due mechanical london misconnected london heathrow arrive hrs min late request compensation refuse three e mail tell flight london delay min min floor continue reply fly london paris arrive min late start write able make original connexion untrue know whether fault greed persist lie incompetence,-0.9042,Negative
821,london heathrow toronto wife use avios ba amex companion voucher get good deal fly business class holiday also excite fly first time definitely live expectation breakfast buffet ba lounge heathrow okay amazing good range drink comfortable settee aircraft felt clean fresh good mood light comfortable spacious seat large high resolution ife screen like move map wife opt movie impress selection available enjoy food wine board professional friendly service cabin crew lot quiet old aircraft like,0.9927,Positive
822,wife use avios ba amex companion voucher get good deal business class flight holiday coronavirus lockdown horizon check security efficient lounge belong ba clean limited range food would expect boarding quick cabin crew friendly professional big fan iconic fly one ba new bring home business class look tire old comparison seat comfortable food good small low quality ife screen behind time however night flight sleep journey except moderate turbulence cause strong tail wind,0.9735,Positive
823,fly ba recently sydney london decide return back home travel due coronavirus situation first ticket book via hong kong book hk close border could longer get flight ring ba advise hk flight yet cancel system yet book onto new flight yet customer service agent assure would ring back next day would cancel system would tell flight ba would put replacement come go next day receive phone call try ring find go hold hour still one answer decide book onto another flight hardly left available want end stick australia receive promised phone call even email tell replacement flight would felt choice get back home raise ba tell suppose process involuntary change get replacement flight customer agent advise never even hear term simply say ba would sort put replacement flight say anything give incorrect advice pocket considerable amount raise ba complaint team advise incorrectly tell need involuntary change would extremely unhelpful say know advise incorrectly nothing say good enough basically fob tell go third party adjudicator want prepare anything never use airline,0.085,Positive
824,time covid normal airline cancel flight ok also mean reorganize thing definitely okay compensation via voucher use voucher online cheap flight hotline offer online fare way expensive price stay far away voucher regular traveler avoid ba much possible future even use mile ba,0.3818,Positive
825,accept british airway e voucher go refund stupidly accept e voucher waste time flexibility despite fact ba money air mile belong cannot redeem voucher expensive non air mile flight air mile flight available time route want ba try every trick book complicate frustrate make rebooking difficult bad still redeem cancelled flight voucher online speak call centre mean hang hour every time try phone loyal silver card executive club member still ba approach avoid wherever possible future,-0.802,Negative
826,london heathrow warsaw th march british airway stand many area flight experience start check end deplane friendly smile chatty people throughout journey include lovely captain give information delay miss slot new departure time also really appreciate coronavirus time enter passenger cabin takeoff without mask whatsoever assure u aircraft modern good air filter safe boarding procedure well organise chaos group board sequentially try paid mark spencer board service think would nice touch get refreshment free one thing pick cleanliness rear toilet whilst rest cabin impeccably clean toilet filthy,0.961,Positive
827,border close south africa due corona virus go airport find flight schedule fly plan international flight customer service staff available able get response number available uk number cost flight enquire next day manage get board flight sadly due fault forget laptop inside aircraft arrival terminal one last passenger leave plane realise mistake pass security allow back airport collect laptop fair enough understand could go back aircraft give number call call number since march far zero positive response use third party company help zero interest help find lose item basically ba mean place passenger find item laptop leave inside flight hence impossible crew staff cleaning staff find hence understand find bear mind leave inside plane lesson learn avoid,0.802,Positive
828,check desk heathrow tell ba staff sweden allow swedish national country contrary advice swedish government website ring border control office arlanda airport confirm eu efta eea uk national clear enter country offer phone ba staff clear confusion decline change story say company policy spend next hour try get ba telephone refund call disconnect due high call volume ba standard service compare major european airline dishonest obstructive furthermore airline provide customer support telephone via email time ba able flight staff ba still terrific let bad sort management bureaucracy,0.3041,Positive
829,book flight march unable flight destination due coronavirus restriction since try call every day also fill form request refund reply week today finally manage speak lady phone c direct website give another number number direct call first number call already minute wait speak another lady ask reference say transfer someone else hang unbelievable even call finally speak someone help never think company like poor customer service especially situation like corona virus,0.2188,Positive
830,journey half hand multiple lie lack information ba website cancel flight honest lie claim could book show lot flight none fact schedule fly ba claim full return book completely disappear website claim journey complete website point give indication difficult get fly usa uk impossible get ba london usa ba much well total wait hour minute make calls staff call centre efficient helpful chaos chicago passenger american issue boarding pass ba flight london ba accept board pass explanation change policy everyone saw merely hand american boarding pas give ba board pas plane staff excellent usual food good verging good breakfast little small tasty even get nd cup tea journey smooth sleep stop fly ba year head office poor staff ground good ba organisatiion come badly manage e g secure client data tell passenger go run decent frequent flier programme design business cabin step leg next passenger go loo fly ba lack choice route whenever alternative try american airline somehow consistently poor ba,0.8522,Positive
831,fly vancouver mid march see mother hospital three day arrival mother pass away subsequently need tochange return flight able attend funeral try manage book online ba suggest buy package include car hire ba site say unable change online call customer service spend hour hang telephone try call number list online set conversation facebook twitter go unanswered second day telephone ordeal actually call different number speak guy holiday say help either would try add queue help line finally answer another hour half wait manage blurt ref number nothing else call disconnect thankfully one person briefly speak duty office night email back able conversation need change flight change take minute email person help extend car hire vehicle already collect way could manage would call car hire company two day previously try manage book online tell buy package could ba totally understand turmoil cause covid never ba,0.8727,Positive
